Packet Index,Category,Confidence,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6
160,LABEL_1,0.5431497097015381,161,20.678035,172.31.254.61,64.233.165.138,TCP,66,55965  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
161,LABEL_1,0.5425176024436951,162,20.678040,172.31.254.61,64.233.164.95,TCP,54,"55918  >  443 [FIN, ACK] Seq=1 Ack=1 Win=511 Len=0"
162,LABEL_1,0.5426666736602783,163,20.758916,108.177.14.94,172.31.254.61,TCP,60,"443  >  55919 [FIN, ACK] Seq=1 Ack=2 Win=1046 Len=0"
163,LABEL_1,0.5428845286369324,164,20.758999,172.31.254.61,108.177.14.94,TCP,54,55919  >  443 [ACK] Seq=2 Ack=2 Win=511 Len=0
164,LABEL_1,0.542746901512146,165,20.760269,64.233.164.95,172.31.254.61,TCP,60,"443  >  55918 [FIN, ACK] Seq=1 Ack=2 Win=1052 Len=0"
165,LABEL_1,0.5428537130355835,166,20.760459,172.31.254.61,64.233.164.95,TCP,54,55918  >  443 [ACK] Seq=2 Ack=2 Win=511 Len=0
166,LABEL_1,0.5428359508514404,167,20.761674,64.233.165.138,172.31.254.61,TCP,66,"443  >  55965 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM=1 WS=256"
167,LABEL_1,0.5431635975837708,168,20.761732,172.31.254.61,64.233.165.138,TCP,54,55965  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0
168,LABEL_1,0.5426689386367798,169,20.763093,108.177.14.94,172.31.254.61,TCP,60,"443  >  55917 [FIN, ACK] Seq=1 Ack=2 Win=1046 Len=0"
169,LABEL_1,0.5430437326431274,170,20.763132,172.31.254.61,108.177.14.94,TCP,54,55917  >  443 [ACK] Seq=2 Ack=2 Win=511 Len=0
170,LABEL_1,0.5432660579681396,171,20.764204,172.31.254.61,64.233.165.138,TLSv1,571,Client Hello
171,LABEL_1,0.5418403744697571,172,20.825907,172.31.254.2,224.0.0.251,MDNS,186,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush b4f87156-1953-4503-9c68-c569e1bdaaa9.local"
172,LABEL_1,0.5412895083427429,173,20.826182,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,206,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush b4f87156-1953-4503-9c68-c569e1bdaaa9.local"
173,LABEL_1,0.5419288873672485,174,20.933162,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
174,LABEL_1,0.542739748954773,175,21.072597,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55965  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
175,LABEL_1,0.5427753329277039,176,21.389891,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55965  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
176,LABEL_1,0.5424326658248901,177,21.829269,172.31.254.2,224.0.0.251,MDNS,171,"Standard query response 0x0000 A, cache flush 172.31.254.2 NSEC, cache flush dc4ce133-ed3d-4951-88cf-0bd6f2a3d8c8.local"
177,LABEL_1,0.5417766571044922,178,21.829546,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,191,"Standard query response 0x0000 A, cache flush 172.31.254.2 NSEC, cache flush dc4ce133-ed3d-4951-88cf-0bd6f2a3d8c8.local"
178,LABEL_1,0.542856752872467,179,21.990961,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55965  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
179,LABEL_1,0.5413910150527954,180,22.434981,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
180,LABEL_1,0.5424428582191467,181,22.826953,172.31.254.2,224.0.0.251,MDNS,171,"Standard query response 0x0000 A, cache flush 172.31.254.2 NSEC, cache flush dc4ce133-ed3d-4951-88cf-0bd6f2a3d8c8.local"
181,LABEL_1,0.5417769551277161,182,22.827182,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,191,"Standard query response 0x0000 A, cache flush 172.31.254.2 NSEC, cache flush dc4ce133-ed3d-4951-88cf-0bd6f2a3d8c8.local"
182,LABEL_1,0.5418292880058289,183,22.933287,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
183,LABEL_1,0.5428850650787354,184,23.205890,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55965  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
184,LABEL_1,0.5424975156784058,185,23.757484,172.31.254.61,140.82.112.26,TCP,55,55285  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]
185,LABEL_1,0.5419026017189026,186,23.825978,172.31.254.2,224.0.0.251,MDNS,186,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush 37fef6d3-bede-4d98-9424-fdfd5071710b.local"
186,LABEL_1,0.5412803888320923,187,23.826205,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,206,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush 37fef6d3-bede-4d98-9424-fdfd5071710b.local"
187,LABEL_1,0.5430623888969421,188,23.941156,140.82.112.26,172.31.254.61,TCP,66,443  >  55285 [ACK] Seq=1 Ack=2 Win=71 Len=0 SLE=1 SRE=2
188,LABEL_1,0.5430228114128113,189,24.390860,172.31.254.61,34.104.35.123,TCP,66,[TCP Retransmission] 55964  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
189,LABEL_1,0.5422481298446655,190,24.607498,172.31.254.61,93.158.134.118,TCP,55,55630  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]
190,LABEL_1,0.542960524559021,191,24.680076,93.158.134.118,172.31.254.61,TCP,66,443  >  55630 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2
191,LABEL_1,0.5418408513069153,192,24.829030,172.31.254.2,224.0.0.251,MDNS,186,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush 37fef6d3-bede-4d98-9424-fdfd5071710b.local"
192,LABEL_1,0.5411587953567505,193,24.829291,fe80::1bbc:ec74:f334:3e5a,ff02::fb,MDNS,206,"Standard query response 0x0000 AAAA, cache flush :: NSEC, cache flush 37fef6d3-bede-4d98-9424-fdfd5071710b.local"
193,LABEL_1,0.5417748093605042,194,24.933462,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
194,LABEL_1,0.5421148538589478,195,25.091610,172.31.254.61,172.67.173.89,TCP,55,55883  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]
195,LABEL_1,0.5429097414016724,196,25.195726,172.67.173.89,172.31.254.61,TCP,66,443  >  55883 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2
196,LABEL_1,0.5413485765457153,197,25.437688,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
197,LABEL_1,0.542742908000946,198,25.607509,172.31.254.61,64.233.165.138,TCP,571,"[TCP Retransmission] 55965  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131840 Len=517"
198,LABEL_1,0.5431156754493713,199,25.903811,172.31.254.61,77.88.8.8,DNS,77,Standard query 0x1394 A chat.deepseek.com
199,LABEL_1,0.5428204536437988,200,25.903938,172.31.254.61,77.88.8.8,DNS,77,Standard query 0x4a41 Unknown (65) chat.deepseek.com
200,LABEL_1,0.5433053374290466,201,25.905863,172.31.254.61,104.18.26.90,TLSv1.2,1769,Application Data
201,LABEL_1,0.5432858467102051,202,25.905895,172.31.254.61,104.18.26.90,TLSv1.2,93,Application Data
202,LABEL_1,0.5434694290161133,203,25.908864,172.31.254.61,79.133.169.27,TLSv1.2,130,Application Data
203,LABEL_1,0.5436071753501892,204,25.908912,172.31.254.61,79.133.169.27,TLSv1.2,133,Application Data
204,LABEL_1,0.5432344675064087,205,25.909539,172.31.254.61,104.18.26.90,TLSv1.2,126,Application Data
205,LABEL_1,0.5430198311805725,206,25.926014,172.31.254.61,77.88.8.8,DNS,76,Standard query 0x626a A gator.volces.com
206,LABEL_1,0.543034553527832,207,25.926095,172.31.254.61,77.88.8.8,DNS,76,Standard query 0x142c Unknown (65) gator.volces.com
207,LABEL_1,0.5434034466743469,208,25.977095,77.88.8.8,172.31.254.61,DNS,159,Standard query response 0x1394 A chat.deepseek.com CNAME chat.deepseek.com.cdn.cloudflare.net A 104.18.26.90 A 104.18.27.90
208,LABEL_1,0.5430211424827576,209,25.977596,79.133.169.27,172.31.254.61,TCP,60,443  >  55841 [ACK] Seq=1 Ack=156 Win=65535 Len=0
209,LABEL_1,0.5434325337409973,210,25.977639,79.133.169.27,172.31.254.61,TLSv1.2,109,Application Data
210,LABEL_1,0.5435416102409363,211,25.978119,79.133.169.27,172.31.254.61,TLSv1.2,200,Application Data
211,LABEL_1,0.5430638790130615,212,25.978138,172.31.254.61,79.133.169.27,TCP,54,55841  >  443 [ACK] Seq=156 Ack=202 Win=63976 Len=0
212,LABEL_1,0.5435524582862854,213,25.978174,79.133.169.27,172.31.254.61,TLSv1.2,135,Application Data
213,LABEL_1,0.5434725880622864,214,25.981941,140.82.121.6,172.31.254.61,TLSv1.2,93,Application Data
214,LABEL_1,0.5432506799697876,215,25.982115,172.31.254.61,140.82.121.6,TLSv1.2,93,Application Data
215,LABEL_1,0.543379008769989,216,25.982192,172.31.254.61,140.82.121.6,TLSv1.2,78,Application Data
216,LABEL_1,0.5424475073814392,217,25.982233,172.31.254.61,140.82.121.6,TCP,54,"55925  >  443 [FIN, ACK] Seq=64 Ack=40 Win=515 Len=0"
217,LABEL_1,0.5431780815124512,218,25.987102,104.18.26.90,172.31.254.61,TCP,60,443  >  55471 [ACK] Seq=1 Ack=1716 Win=17 Len=0
218,LABEL_1,0.5431985259056091,219,25.987181,77.88.8.8,172.31.254.61,DNS,161,Standard query response 0x4a41 Unknown (65) chat.deepseek.com CNAME chat.deepseek.com.cdn.cloudflare.net Unknown (65)
219,LABEL_1,0.5430662631988525,220,25.987527,104.18.26.90,172.31.254.61,TCP,60,443  >  55471 [ACK] Seq=1 Ack=1755 Win=17 Len=0
220,LABEL_1,0.5433731079101562,221,25.987876,104.18.26.90,172.31.254.61,TLSv1.2,93,Application Data
221,LABEL_1,0.5439894199371338,222,25.998393,77.88.8.8,172.31.254.61,DNS,301,Standard query response 0x626a A gator.volces.com CNAME gator.volces.com.bytedns1.com CNAME gator.volces.com.230b2a2545cfa773.queniuck.com A 104.166.182.206 A 104.166.182.205 A 104.166.182.210 A 104.166.182.211 A 104.166.182.209 A 104.166.182.212 A 104.166.182.208 A 104.166.182.207
222,LABEL_1,0.5430523157119751,223,26.004659,77.88.8.8,172.31.254.61,DNS,231,Standard query response 0x142c Unknown (65) gator.volces.com CNAME gator.volces.com.bytedns1.com CNAME gator.volces.com.230b2a2545cfa773.queniuck.com SOA vipns4.queniudns.com
223,LABEL_1,0.5433683395385742,224,26.004979,172.31.254.61,104.166.182.206,TCP,66,55966  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
224,LABEL_1,0.5433427691459656,225,26.024079,172.31.254.61,79.133.169.27,TCP,54,55841  >  443 [ACK] Seq=156 Ack=283 Win=65280 Len=0
225,LABEL_1,0.5430199503898621,226,26.030950,104.18.26.90,172.31.254.61,TCP,60,443  >  55471 [ACK] Seq=40 Ack=1827 Win=17 Len=0
226,LABEL_1,0.5430058240890503,227,26.040773,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=1827 Ack=40 Win=513 Len=0
227,LABEL_1,0.5428803563117981,228,26.074601,104.166.182.206,172.31.254.61,TCP,66,"443  >  55966 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1360 SACK_PERM=1 WS=512"
228,LABEL_1,0.543203592300415,229,26.074688,172.31.254.61,104.166.182.206,TCP,54,55966  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0
229,LABEL_1,0.5434612035751343,230,26.077767,172.31.254.61,104.166.182.206,TLSv1.3,571,Client Hello
230,LABEL_1,0.5428298711776733,231,26.087796,140.82.121.6,172.31.254.61,TCP,60,443  >  55925 [ACK] Seq=40 Ack=40 Win=67 Len=0
231,LABEL_1,0.5429092645645142,232,26.087796,140.82.121.6,172.31.254.61,TCP,60,443  >  55925 [ACK] Seq=40 Ack=64 Win=67 Len=0
232,LABEL_1,0.5432999134063721,233,26.087862,140.82.121.6,172.31.254.61,TLSv1.2,78,Application Data
233,LABEL_1,0.5424240231513977,234,26.087862,140.82.121.6,172.31.254.61,TCP,60,"443  >  55925 [FIN, ACK] Seq=64 Ack=64 Win=67 Len=0"
234,LABEL_1,0.5428289175033569,235,26.087863,140.82.121.6,172.31.254.61,TCP,60,443  >  55925 [ACK] Seq=65 Ack=65 Win=67 Len=0
235,LABEL_1,0.5428468585014343,236,26.087911,172.31.254.61,140.82.121.6,TCP,54,55925  >  443 [ACK] Seq=65 Ack=65 Win=515 Len=0
236,LABEL_1,0.5433980822563171,237,26.147790,104.166.182.206,172.31.254.61,TCP,60,443  >  55966 [ACK] Seq=1 Ack=518 Win=42496 Len=0
237,LABEL_1,0.5436124801635742,238,26.150247,104.166.182.206,172.31.254.61,TLSv1.3,1414,"Server Hello, Change Cipher Spec, Application Data"
238,LABEL_1,0.5429053902626038,239,26.150334,104.166.182.206,172.31.254.61,TCP,1414,443  >  55966 [ACK] Seq=1361 Ack=518 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
239,LABEL_1,0.5436288714408875,240,26.150356,172.31.254.61,104.166.182.206,TCP,54,55966  >  443 [ACK] Seq=518 Ack=2721 Win=131840 Len=0
240,LABEL_1,0.543136715888977,241,26.157366,104.166.182.206,172.31.254.61,TLSv1.3,1414,Application Data [TCP segment of a reassembled PDU]
241,LABEL_1,0.5434183478355408,242,26.157441,104.166.182.206,172.31.254.61,TLSv1.3,238,"Application Data, Application Data"
242,LABEL_1,0.5434946417808533,243,26.157471,172.31.254.61,104.166.182.206,TCP,54,55966  >  443 [ACK] Seq=518 Ack=4265 Win=131840 Len=0
243,LABEL_1,0.5433061122894287,244,26.163071,172.31.254.61,104.166.182.206,TLSv1.3,118,"Change Cipher Spec, Application Data"
244,LABEL_1,0.5437710881233215,245,26.164456,172.31.254.61,104.166.182.206,TLSv1.3,612,Application Data
245,LABEL_1,0.5436526536941528,246,26.233396,104.166.182.206,172.31.254.61,TLSv1.3,349,Application Data
246,LABEL_1,0.5436416268348694,247,26.234020,104.166.182.206,172.31.254.61,TLSv1.3,349,Application Data
247,LABEL_1,0.5432586073875427,248,26.234039,172.31.254.61,104.166.182.206,TCP,54,55966  >  443 [ACK] Seq=1140 Ack=4855 Win=131328 Len=0
248,LABEL_1,0.5434026122093201,249,26.272729,104.18.26.90,172.31.254.61,TLSv1.2,381,Application Data
249,LABEL_1,0.5433748364448547,250,26.272875,104.18.26.90,172.31.254.61,TLSv1.2,381,Application Data
250,LABEL_1,0.5430683493614197,251,26.272896,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=1827 Ack=694 Win=511 Len=0
251,LABEL_1,0.5433271527290344,252,26.273019,104.18.26.90,172.31.254.61,TLSv1.2,85,Application Data
252,LABEL_1,0.5432624816894531,253,26.274537,104.166.182.206,172.31.254.61,TCP,60,443  >  55966 [ACK] Seq=4855 Ack=1140 Win=42496 Len=0
253,LABEL_1,0.5434816479682922,254,26.280198,172.31.254.61,104.18.26.90,TLSv1.2,89,Application Data
254,LABEL_1,0.5431194305419922,255,26.330190,172.31.254.61,77.88.8.8,DNS,79,Standard query 0x1210 A static.deepseek.com
255,LABEL_1,0.5430484414100647,256,26.330250,172.31.254.61,77.88.8.8,DNS,79,Standard query 0x3dd5 Unknown (65) static.deepseek.com
256,LABEL_1,0.5430647134780884,257,26.361513,104.18.26.90,172.31.254.61,TCP,60,443  >  55471 [ACK] Seq=725 Ack=1862 Win=17 Len=0
257,LABEL_1,0.5434961915016174,258,26.399041,104.166.182.206,172.31.254.61,TLSv1.3,915,Application Data
258,LABEL_1,0.5436317324638367,259,26.403281,172.31.254.61,104.166.182.206,TLSv1.3,726,Application Data
259,LABEL_1,0.5435713529586792,260,26.407095,172.31.254.61,104.166.182.206,TLSv1.3,1745,Application Data
260,LABEL_1,0.5429372787475586,261,26.407263,77.88.8.8,172.31.254.61,DNS,259,Standard query response 0x3dd5 Unknown (65) static.deepseek.com CNAME static.deepseek.com.436b7a4e.cdnhwcxcy07.com CNAME hcdnw120.vip.global.cdnhwctnm107.com SOA ns1.huaweicloud-dns.org
261,LABEL_1,0.5434402823448181,262,26.473189,104.166.182.206,172.31.254.61,TCP,60,443  >  55966 [ACK] Seq=5716 Ack=1812 Win=42496 Len=0
262,LABEL_1,0.5432888865470886,263,26.477005,104.166.182.206,172.31.254.61,TCP,60,443  >  55966 [ACK] Seq=5716 Ack=3172 Win=42496 Len=0
263,LABEL_1,0.5432590842247009,264,26.477006,104.166.182.206,172.31.254.61,TCP,60,443  >  55966 [ACK] Seq=5716 Ack=3503 Win=42496 Len=0
264,LABEL_1,0.5422896146774292,265,26.524112,172.31.254.61,88.212.252.200,TCP,55,55636  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]
265,LABEL_1,0.5428606271743774,266,26.601024,88.212.252.200,172.31.254.61,TCP,66,443  >  55636 [ACK] Seq=1 Ack=2 Win=71 Len=0 SLE=1 SRE=2
266,LABEL_1,0.5435314178466797,267,26.647035,104.166.182.206,172.31.254.61,TLSv1.3,1058,Application Data
267,LABEL_1,0.5432060956954956,268,26.690792,172.31.254.61,104.166.182.206,TCP,54,55966  >  443 [ACK] Seq=3503 Ack=6720 Win=130816 Len=0
268,LABEL_1,0.5428714156150818,269,26.725104,172.31.254.61,77.88.8.8,DNS,79,Standard query 0x66f2 A static.deepseek.com
269,LABEL_1,0.5430386662483215,270,26.811888,77.88.8.8,172.31.254.61,DNS,277,Standard query response 0x1210 A static.deepseek.com CNAME static.deepseek.com.436b7a4e.cdnhwcxcy07.com CNAME hcdnw120.vip.global.cdnhwctnm107.com A 87.119.17.220 A 87.119.17.221 A 87.119.18.18 A 87.119.18.22 A 87.119.17.150 A 87.119.17.152
270,LABEL_1,0.5431286096572876,271,26.812520,172.31.254.61,87.119.17.220,TCP,66,55967  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
271,LABEL_1,0.5429806709289551,272,26.883199,87.119.17.220,172.31.254.61,TCP,66,"443  >  55967 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
272,LABEL_1,0.543181300163269,273,26.883278,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0
273,LABEL_1,0.543405294418335,274,26.885874,172.31.254.61,87.119.17.220,TLSv1.3,571,Client Hello
274,LABEL_1,0.5418280363082886,275,26.933611,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
275,LABEL_1,0.5431954860687256,276,26.957142,87.119.17.220,172.31.254.61,TCP,60,443  >  55967 [ACK] Seq=1 Ack=518 Win=30720 Len=0
276,LABEL_1,0.543215811252594,277,26.958539,87.119.17.220,172.31.254.61,TLSv1.3,1414,"Server Hello, Change Cipher Spec, Application Data"
277,LABEL_1,0.542567253112793,278,26.958625,87.119.17.220,172.31.254.61,TCP,1414,443  >  55967 [ACK] Seq=1361 Ack=518 Win=30720 Len=1360 [TCP segment of a reassembled PDU]
278,LABEL_1,0.5433921813964844,279,26.958643,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=518 Ack=2721 Win=131840 Len=0
279,LABEL_1,0.542536735534668,280,26.958736,87.119.17.220,172.31.254.61,TCP,1414,443  >  55967 [ACK] Seq=2721 Ack=518 Win=30720 Len=1360 [TCP segment of a reassembled PDU]
280,LABEL_1,0.5421461462974548,281,26.958737,87.119.17.220,172.31.254.61,TCP,70,"443  >  55967 [PSH, ACK] Seq=4081 Ack=518 Win=30720 Len=16 [TCP segment of a reassembled PDU]"
281,LABEL_1,0.5434383749961853,282,26.958761,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=518 Ack=4097 Win=131840 Len=0
282,LABEL_1,0.5433819890022278,283,26.959865,87.119.17.220,172.31.254.61,TLSv1.3,919,"Application Data, Application Data, Application Data"
283,LABEL_1,0.5430363416671753,284,26.965668,172.31.254.61,87.119.17.220,TLSv1.3,134,"Change Cipher Spec, Application Data"
284,LABEL_1,0.5434258580207825,285,26.966578,172.31.254.61,87.119.17.220,TLSv1.3,190,"Application Data, Application Data, Application Data"
285,LABEL_1,0.5432828664779663,286,26.967531,172.31.254.61,87.119.17.220,TLSv1.3,1027,Application Data
286,LABEL_1,0.5433931350708008,287,26.967560,172.31.254.61,79.133.169.27,TLSv1.2,130,Application Data
287,LABEL_1,0.5434574484825134,288,26.967590,172.31.254.61,79.133.169.27,TLSv1.2,134,Application Data
288,LABEL_1,0.5430108308792114,289,27.036446,79.133.169.27,172.31.254.61,TCP,60,443  >  55841 [ACK] Seq=283 Ack=312 Win=65535 Len=0
289,LABEL_1,0.543418288230896,290,27.036446,79.133.169.27,172.31.254.61,TLSv1.2,109,Application Data
290,LABEL_1,0.5434281826019287,291,27.037151,87.119.17.220,172.31.254.61,TLSv1.3,325,Application Data
291,LABEL_1,0.5434564352035522,292,27.037208,87.119.17.220,172.31.254.61,TLSv1.3,325,Application Data
292,LABEL_1,0.5433680415153503,293,27.037226,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=1707 Ack=5504 Win=131840 Len=0
293,LABEL_1,0.5435282588005066,294,27.037253,87.119.17.220,172.31.254.61,TLSv1.3,116,Application Data
294,LABEL_1,0.5434979200363159,295,27.037300,79.133.169.27,172.31.254.61,TLSv1.2,252,Application Data
295,LABEL_1,0.5433651208877563,296,27.037310,172.31.254.61,79.133.169.27,TCP,54,55841  >  443 [ACK] Seq=312 Ack=536 Win=65027 Len=0
296,LABEL_1,0.5433801412582397,297,27.037406,87.119.17.220,172.31.254.61,TLSv1.3,85,Application Data
297,LABEL_1,0.5432453155517578,298,27.037422,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=1707 Ack=5597 Win=131584 Len=0
298,LABEL_1,0.5433889627456665,299,27.037594,172.31.254.61,87.119.17.220,TLSv1.3,85,Application Data
299,LABEL_1,0.5434448719024658,300,27.040902,87.119.17.220,172.31.254.61,TLSv1.3,761,Application Data
300,LABEL_1,0.5432607531547546,301,27.053011,172.31.254.61,87.119.17.220,TCP,66,55968  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1
301,LABEL_1,0.5431656837463379,302,27.090246,172.31.254.61,87.119.17.220,TCP,54,55967  >  443 [ACK] Seq=1738 Ack=6304 Win=131072 Len=0
302,LABEL_1,0.5430034399032593,303,27.092138,172.31.254.61,77.88.8.8,DNS,79,Standard query 0x1df5 A clients4.google.com
303,LABEL_1,0.5433240532875061,304,27.092203,172.31.254.61,77.88.8.8,DNS,79,Standard query 0x2244 Unknown (65) clients4.google.com
304,LABEL_1,0.5435813665390015,305,27.093261,172.31.254.61,108.177.14.101,TLSv1.2,176,Application Data
305,LABEL_1,0.5435574650764465,306,27.093298,172.31.254.61,108.177.14.101,TLSv1.2,93,Application Data
306,LABEL_1,0.5435305237770081,307,27.096210,172.31.254.61,108.177.14.101,TLSv1.2,2119,Application Data
307,LABEL_1,0.5430585741996765,308,27.124999,87.119.17.220,172.31.254.61,TCP,66,"443  >  55968 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
308,LABEL_1,0.5433084964752197,309,27.125109,172.31.254.61,87.119.17.220,TCP,54,55968  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0
309,LABEL_1,0.5434994101524353,310,27.127781,172.31.254.61,87.119.17.220,TLSv1.3,571,Client Hello
310,LABEL_1,0.5432451367378235,311,27.148337,87.119.17.220,172.31.254.61,TCP,60,443  >  55967 [ACK] Seq=6304 Ack=1738 Win=33792 Len=0
311,LABEL_1,0.5437878966331482,312,27.164321,77.88.8.8,172.31.254.61,DNS,199,Standard query response 0x1df5 A clients4.google.com CNAME clients.l.google.com A 209.85.233.100 A 209.85.233.113 A 209.85.233.139 A 209.85.233.101 A 209.85.233.138 A 209.85.233.102
312,LABEL_1,0.5428413152694702,313,27.172142,77.88.8.8,172.31.254.61,DNS,153,Standard query response 0x2244 Unknown (65) clients4.google.com CNAME clients.l.google.com SOA ns1.google.com
313,LABEL_1,0.5431090593338013,314,27.177638,108.177.14.101,172.31.254.61,TCP,60,443  >  55475 [ACK] Seq=1 Ack=123 Win=881 Len=0
314,LABEL_1,0.5432373285293579,315,27.177817,108.177.14.101,172.31.254.61,TCP,60,443  >  55475 [ACK] Seq=1 Ack=162 Win=881 Len=0
315,LABEL_1,0.5435152649879456,316,27.179348,108.177.14.101,172.31.254.61,TLSv1.2,93,Application Data
316,LABEL_1,0.543319046497345,317,27.180996,108.177.14.101,172.31.254.61,TCP,60,443  >  55475 [ACK] Seq=40 Ack=2227 Win=873 Len=0
317,LABEL_1,0.543285608291626,318,27.200038,87.119.17.220,172.31.254.61,TCP,60,443  >  55968 [ACK] Seq=1 Ack=518 Win=30720 Len=0
318,LABEL_1,0.543321967124939,319,27.201320,87.119.17.220,172.31.254.61,TLSv1.3,1414,"Server Hello, Change Cipher Spec, Application Data"
319,LABEL_1,0.5427778959274292,320,27.201427,87.119.17.220,172.31.254.61,TCP,1414,443  >  55968 [ACK] Seq=1361 Ack=518 Win=30720 Len=1360 [TCP segment of a reassembled PDU]
320,LABEL_1,0.543552041053772,321,27.201444,172.31.254.61,87.119.17.220,TCP,54,55968  >  443 [ACK] Seq=518 Ack=2721 Win=131840 Len=0
321,LABEL_1,0.5427218675613403,322,27.201542,87.119.17.220,172.31.254.61,TCP,1414,443  >  55968 [ACK] Seq=2721 Ack=518 Win=30720 Len=1360 [TCP segment of a reassembled PDU]
322,LABEL_1,0.5423205494880676,323,27.201543,87.119.17.220,172.31.254.61,TCP,70,"443  >  55968 [PSH, ACK] Seq=4081 Ack=518 Win=30720 Len=16 [TCP segment of a reassembled PDU]"
